0,65,52
189,66,52
241,67,52
307,68,52
330,69,52
332,70,52
325,71,52
325,72,52
342,73,52
347,74,52
361,75,52
385,76,52
380,77,52
361,78,52
349,79,52
343,80,52
344,81,52
365,82,52
356,83,52
343,84,52
341,85,52
345,86,52
340,87,52
340,88,52
349,89,52
341,90,52
340,91,52
338,92,52
337,93,52
339,94,52
340,95,52
343,96,52
340,97,52
355,98,52
363,99,52
343,100,52
337,101,52
355,102,52
339,103,52
333,104,52
332,105,52
341,106,52
333,107,52
329,108,52
326,109,52
329,110,52
319,111,52
312,112,52
302,113,52
312,114,52
313,115,52
314,116,52
321,117,52
327,118,52
327,119,52
331,120,52
340,121,52
333,122,52
332,123,52
333,124,52
337,125,53
334,124,53
330,123,53
337,122,53
340,121,53
347,120,53
348,119,53
334,118,53
332,117,53
326,116,53
323,115,53
316,114,53
298,113,53
288,112,53
300,111,53
309,110,53
312,109,53
316,108,53
329,107,53
330,106,53
331,105,53
333,104,53
335,103,53
332,102,53
332,101,53
334,100,53
341,99,53
335,98,53
338,97,53
340,96,53
340,95,53
339,94,53
347,93,53
339,92,53
339,91,53
343,90,53
340,89,53
356,88,53
353,87,53
341,86,53
340,85,53
347,84,53
340,83,53
340,82,53
347,81,53
360,80,53
345,79,53
349,78,53
362,77,53
364,76,53
372,75,53
393,74,53
378,73,53
347,72,53
340,71,53
323,70,53
332,69,53
326,68,53
319,67,53
320,66,53
331,65,54
313,66,54
311,67,54
313,68,54
310,69,54
308,70,54
310,71,54
309,72,54
317,73,54
343,74,54
361,75,54
386,76,54
388,77,54
374,78,54
344,79,54
338,80,54
339,81,54
357,82,54
351,83,54
341,84,54
341,85,54
344,86,54
338,87,54
339,88,54
346,89,54
358,90,54
360,91,54
350,92,54
344,93,54
341,94,54
364,95,54
341,96,54
338,97,54
339,98,54
335,99,54
336,100,54
337,101,54
343,102,54
334,103,54
332,104,54
333,105,54
350,106,54
352,107,54
334,108,54
329,109,54
339,110,54
338,111,54
313,112,54
304,113,54
272,114,54
271,115,54
289,116,54
300,117,54
307,118,54
313,119,54
317,120,54
321,121,54
331,122,54
334,123,54
333,124,54
308,125,55
309,124,55
308,123,55
306,122,55
306,121,55
306,120,55
313,119,55
308,118,55
300,117,55
295,116,55
298,115,55
279,114,55
265,113,55
273,112,55
288,111,55
301,110,55
327,109,55
346,108,55
331,107,55
329,106,55
333,105,55
334,104,55
332,103,55
334,102,55
343,101,55
341,100,55
337,99,55
339,98,55
359,97,55
343,96,55
343,95,55
345,94,55
357,93,55
345,92,55
346,91,55
341,90,55
358,89,55
349,88,55
341,87,55
341,86,55
346,85,55
341,84,55
339,83,55
348,82,55
357,81,55
359,80,55
348,79,55
338,78,55
354,77,55
374,76,55
380,75,55
389,74,55
359,73,55
321,72,55
306,71,55
307,70,55
296,69,55
290,68,55
296,67,55
294,66,55
296,65,56
286,66,56
272,67,56
267,68,56
287,69,56
276,70,56
276,71,56
290,72,56
289,73,56
313,74,56
373,75,56
392,76,56
389,77,56
368,78,56
348,79,56
346,80,56
345,81,56
358,82,56
345,83,56
343,84,56
342,85,56
346,86,56
346,87,56
344,88,56
344,89,56
363,90,56
347,91,56
344,92,56
360,93,56
347,94,56
345,95,56
356,96,56
343,97,56
358,98,56
372,99,56
346,100,56
341,101,56
360,102,56
341,103,56
337,104,56
339,105,56
340,106,56
334,107,56
333,108,56
335,109,56
345,110,56
322,111,56
308,112,56
286,113,56
265,114,56
253,115,56
256,116,56
261,117,56
285,118,56
297,119,56
293,120,56
279,121,56
275,122,56
282,123,56
282,124,56
275,125,57
274,124,57
279,123,57
271,122,57
273,121,57
273,120,57
277,119,57
266,118,57
262,117,57
265,116,57
256,115,57
244,114,57
234,113,57
235,112,57
258,111,57
286,110,57
312,109,57
327,108,57
328,107,57
332,106,57
346,105,57
355,104,57
339,103,57
347,102,57
346,101,57
341,100,57
341,99,57
346,98,57
344,97,57
344,96,57
348,95,57
344,94,57
346,93,57
352,92,57
345,91,57
344,90,57
371,89,57
365,88,57
348,87,57
354,86,57
344,85,57
346,84,57
352,83,57
344,82,57
343,81,57
366,80,57
347,79,57
346,78,57
368,77,57
378,76,57
386,75,57
405,74,57
364,73,57
335,72,57
295,71,57
269,70,57
264,69,57
266,68,57
260,67,57
256,66,57
267,65,58
253,66,58
251,67,58
259,68,58
249,69,58
248,70,58
258,71,58
257,72,58
264,73,58
311,74,58
352,75,58
387,76,58
412,77,58
390,78,58
355,79,58
350,80,58
352,81,58
346,82,58
353,83,58
345,84,58
346,85,58
353,86,58
348,87,58
345,88,58
353,89,58
363,90,58
369,91,58
361,92,58
348,93,58
373,94,58
372,95,58
351,96,58
352,97,58
349,98,58
344,99,58
350,100,58
345,101,58
341,102,58
343,103,58
351,104,58
342,105,58
353,106,58
362,107,58
337,108,58
333,109,58
348,110,58
350,111,58
306,112,58
269,113,58
235,114,58
228,115,58
230,116,58
235,117,58
242,118,58
249,119,58
254,120,58
259,121,58
279,122,58
278,123,58
263,124,58
250,125,59
247,124,59
245,123,59
244,122,59
249,121,59
253,120,59
246,119,59
251,118,59
241,117,59
238,116,59
231,115,59
232,114,59
223,113,59
226,112,59
257,111,59
302,110,59
318,109,59
345,108,59
341,107,59
336,106,59
336,105,59
346,104,59
345,103,59
341,102,59
340,101,59
352,100,59
344,99,59
344,98,59
369,97,59
348,96,59
344,95,59
356,94,59
365,93,59
351,92,59
357,91,59
348,90,59
364,89,59
358,88,59
348,87,59
347,86,59
354,85,59
352,84,59
348,83,59
351,82,59
365,81,59
365,80,59
359,79,59
353,78,59
364,77,59
384,76,59
403,75,59
396,74,59
350,73,59
303,72,59
269,71,59
250,70,59
241,69,59
235,68,59
237,67,59
247,66,59
243,65,60
241,66,60
248,67,60
235,68,60
238,69,60
234,70,60
221,71,60
219,72,60
241,73,60
255,74,60
312,75,60
359,76,60
374,77,60
372,78,60
362,79,60
350,80,60
350,81,60
377,82,60
355,83,60
352,84,60
359,85,60
349,86,60
352,87,60
353,88,60
350,89,60
370,90,60
358,91,60
352,92,60
351,93,60
352,94,60
348,95,60
354,96,60
353,97,60
364,98,60
373,99,60
353,100,60
345,101,60
362,102,60
354,103,60
345,104,60
342,105,60
345,106,60
343,107,60
337,108,60
337,109,60
345,110,60
331,111,60
312,112,60
287,113,60
247,114,60
227,115,60
208,116,60
212,117,60
223,118,60
225,119,60
214,120,60
209,121,60
212,122,60
217,123,60
225,124,60
207,125,61
201,124,61
201,123,61
207,122,61
200,121,61
211,120,61
208,119,61
203,118,61
208,117,61
204,116,61
210,115,61
207,114,61
211,113,61
224,112,61
267,111,61
302,110,61
322,109,61
334,108,61
336,107,61
339,106,61
340,105,61
365,104,61
345,103,61
344,102,61
345,101,61
349,100,61
345,99,61
